room_type,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,is_weekend,realsum_cut,longitude_disc_2_248_2_332,longitude_disc_2_332_2_359,longitude_disc_2_359_2_439,latitude_disc_2_248_2_332,latitude_disc_2_332_2_359,latitude_disc_2_359_2_439
2,0,4.0,0,0,0,8.0,84.0,1,3.2155542,0.07585687,2.32925,48.83215,1,174.76,True,False,False,True,False,False
2,0,4.0,0,0,0,9.0,95.0,1,2.0975614,0.16102228,2.33149,48.86919,1,474.88116,True,False,False,True,False,False
1,1,2.0,0,0,0,9.0,86.0,1,6.762278,0.43148372,2.26403,48.84007,1,152.62373,True,False,False,True,False,False
2,0,4.0,0,0,0,10.0,100.0,1,3.9677699,0.06990238,2.34488,48.89188,1,278.21793,False,True,False,False,True,False
1,1,2.0,0,0,1,10.0,100.0,1,4.987664,0.37414128,2.293,48.878,1,725.3705,True,False,False,True,False,False
2,0,4.0,0,0,1,10.0,100.0,1,5.3044534,0.3747121,2.28535,48.87388,1,397.52075,True,False,False,True,False,False
2,0,3.0,0,0,0,9.0,88.0,1,4.7217517,0.29758385,2.29346,48.84004,1,245.13002,True,False,False,True,False,False
2,0,2.0,0,1,0,7.0,76.0,0,0.42889598,0.27363318,2.35002,48.85998,1,224.39183,False,True,False,False,True,False
2,0,4.0,1,0,0,9.0,93.0,1,3.8571146,0.06273489,2.32584,48.88638,1,283.3442,True,False,False,True,False,False
1,1,3.0,0,0,1,10.0,93.0,1,3.016855,0.18084982,2.32873,48.8786,0,511.46426,True,False,False,True,False,False
2,0,5.0,0,0,1,7.0,80.0,1,0.7590608,0.49100366,2.36001,48.86143,1,534.0665,False,False,True,False,False,True
2,0,2.0,0,0,0,9.0,96.0,0,4.1266236,0.2206083,2.29832,48.84719,0,250.48933,True,False,False,True,False,False
2,0,5.0,0,1,0,9.0,91.0,1,1.07754,0.26705217,2.34492,48.86477,0,457.40515,False,True,False,False,True,False
1,1,4.0,0,1,0,10.0,96.0,1,0.3382572,0.27894387,2.34983,48.85421,1,527.0762,False,True,False,False,True,False
2,0,4.0,0,0,1,9.0,100.0,1,2.304184,0.13160536,2.35833,48.83617,0,443.65738,False,True,False,False,True,False
2,0,2.0,0,0,1,9.0,90.0,0,5.112165,0.33170575,2.289,48.838,0,224.85786,True,False,False,True,False,False
1,1,2.0,0,0,0,10.0,100.0,1,6.9605346,0.36409184,2.26161,48.83917,0,236.0425,True,False,False,True,False,False
2,0,5.0,0,0,0,10.0,100.0,2,2.7609417,0.30514723,2.38207,48.87214,0,312.7039,False,False,True,False,False,True
2,0,4.0,0,0,0,10.0,100.0,1,3.9243042,0.27274573,2.3189,48.88391,0,217.86746,True,False,False,True,False,False
2,0,4.0,0,0,0,9.0,92.0,2,2.5144155,0.13395801,2.3637,48.878,1,312.7039,False,False,True,False,False,True
2,0,2.0,1,0,0,10.0,97.0,1,3.0855632,0.2707047,2.38244,48.87623,1,237.6736,False,False,True,False,False,True
2,0,2.0,1,0,0,9.0,96.0,1,3.6415124,0.366671,2.33292,48.8866,0,741.6814,False,True,False,False,True,False
2,0,4.0,0,0,1,8.0,84.0,1,4.5589375,0.19827324,2.37923,48.89367,1,303.61636,False,False,True,False,False,True
2,0,4.0,0,0,0,10.0,95.0,1,2.5236924,0.16644599,2.33024,48.87374,0,433.17178,True,False,False,True,False,False
2,0,2.0,0,0,0,9.0,88.0,1,2.130183,0.3042074,2.38138,48.85338,0,300.12115,False,False,True,False,False,True
2,0,6.0,1,1,0,10.0,100.0,2,4.5046945,0.2604803,2.39992,48.88252,1,452.27887,False,False,True,False,False,True
2,0,4.0,0,1,0,10.0,94.0,1,1.8040395,0.07111965,2.36591,48.84286,0,475.3472,False,False,True,False,False,True
2,0,2.0,0,1,0,10.0,100.0,1,2.0417504,0.24502237,2.35506,48.87487,1,282.41214,False,True,False,False,True,False
2,0,2.0,0,0,1,7.0,76.0,0,4.394894,0.35846135,2.391,48.887,0,261.90698,False,False,True,False,False,True
2,0,4.0,0,0,0,9.0,86.0,2,1.5292634,0.08792513,2.34996,48.8702,0,600.00934,False,True,False,False,True,False
2,0,4.0,0,0,0,9.0,84.0,1,1.0394895,0.133933,2.36542,48.86075,0,336.00522,False,False,True,False,False,True
2,0,2.0,0,0,0,10.0,100.0,1,3.7353008,0.35762125,2.4026,48.86342,0,259.57684,False,False,True,False,False,True
2,0,2.0,0,0,1,10.0,100.0,0,4.2695575,0.17903027,2.312,48.884,1,897.80035,True,False,False,True,False,False
2,0,2.0,0,1,0,6.0,80.0,0,1.5561901,0.053923126,2.34959,48.87041,0,203.42064,False,True,False,False,True,False
2,0,2.0,0,0,0,9.0,100.0,1,5.627327,0.3249106,2.27755,48.86661,1,336.23822,True,False,False,True,False,False
1,1,4.0,0,1,0,10.0,89.0,2,1.4899004,0.059983104,2.37049,48.86309,1,440.3952,False,False,True,False,False,True
2,0,2.0,0,0,0,9.0,87.0,1,4.1186957,0.38022384,2.33438,48.89158,1,236.50853,False,True,False,False,True,False
1,1,2.0,0,1,0,10.0,100.0,1,2.2255242,0.303043,2.33334,48.84118,1,417.09387,False,True,False,False,True,False
2,0,3.0,1,0,0,10.0,97.0,1,0.72976625,0.10622677,2.34744,48.86212,1,660.1268,False,True,False,False,True,False
2,0,3.0,0,0,0,10.0,100.0,1,3.2912621,0.24353871,2.39532,48.86592,1,324.58755,False,False,True,False,False,True
1,1,2.0,0,0,1,10.0,92.0,1,2.1789536,0.112519525,2.351,48.837,0,231.61525,False,True,False,False,True,False
2,0,2.0,0,0,0,10.0,100.0,0,2.310078,0.25931683,2.3339,48.83992,1,271.2275,False,True,False,False,True,False
2,0,4.0,0,0,0,10.0,97.0,1,4.5657654,0.31332225,2.37669,48.89448,0,188.97382,False,False,True,False,False,True
2,0,2.0,1,0,0,10.0,99.0,1,3.9181194,0.19991721,2.39557,48.87764,1,201.55653,False,False,True,False,False,True
2,0,2.0,0,0,0,9.0,100.0,1,4.4419723,0.62255377,2.33677,48.89511,1,266.56726,False,True,False,False,True,False
2,0,4.0,0,0,1,8.0,75.0,2,1.928954,0.19466951,2.33417,48.86885,0,1059.9777,False,True,False,False,True,False
1,1,2.0,0,0,0,10.0,100.0,1,3.7498605,0.8440864,2.34228,48.82355,1,181.98341,False,True,False,False,True,False
1,1,2.0,0,1,0,10.0,91.0,1,1.9409833,0.24032122,2.3592,48.8735,1,269.82944,False,False,True,False,False,True
2,0,2.0,0,0,0,9.0,92.0,0,3.2741582,0.17629285,2.33589,48.88384,0,300.12115,False,True,False,False,True,False
2,0,6.0,0,0,1,10.0,100.0,3,1.1023543,0.13783489,2.36586,48.86141,0,609.09686,False,False,True,False,False,True
2,0,2.0,0,0,0,9.0,92.0,1,3.8413646,0.1557544,2.34817,48.89099,1,317.83017,False,True,False,False,True,False
2,0,4.0,0,0,0,10.0,100.0,2,1.7235583,0.75364244,2.34197,48.84279,1,609.7959,False,True,False,False,True,False
2,0,3.0,0,1,0,10.0,93.0,1,3.428873,0.3713313,2.30626,48.85981,1,596.0481,True,False,False,True,False,False
2,0,2.0,0,0,1,6.0,80.0,0,0.8832486,0.1848118,2.357,48.864,1,357.44244,False,True,False,False,True,False
2,0,2.0,0,0,1,9.0,81.0,0,1.5619347,0.18605311,2.33245,48.85232,0,432.23972,False,True,False,False,True,False
2,0,4.0,0,1,0,10.0,90.0,1,2.2431607,0.44531605,2.36656,48.87457,1,244.43098,False,False,True,False,False,True
2,0,2.0,0,0,0,10.0,95.0,1,4.2206597,0.12609658,2.30881,48.88109,0,236.0425,True,False,False,True,False,False
2,0,4.0,0,0,0,9.0,89.0,1,4.8588305,0.2995642,2.29381,48.87653,1,446.45355,True,False,False,True,False,False
2,0,2.0,0,0,1,10.0,100.0,0,3.4189782,0.15543193,2.3293,48.88315,1,428.74454,True,False,False,True,False,False
1,1,2.0,0,0,0,8.0,93.0,1,4.5621176,0.24413483,2.33065,48.89493,1,218.3335,True,False,False,True,False,False
1,1,4.0,0,1,0,8.0,100.0,2,2.1781332,0.12000649,2.34792,48.8759,0,971.1995,False,True,False,False,True,False
2,0,4.0,0,0,0,9.0,88.0,1,2.6818519,0.21939386,2.38499,48.8452,0,339.50043,False,False,True,False,False,True
2,0,2.0,1,0,0,9.0,94.0,1,4.533856,0.50511736,2.30315,48.83224,1,556.6688,True,False,False,True,False,False
2,0,4.0,0,0,0,9.0,95.0,0,0.32103992,0.31298494,2.35327,48.8537,1,486.53183,False,True,False,False,True,False
2,0,2.0,0,0,1,10.0,100.0,0,4.2695637,0.17904758,2.312,48.884,0,642.18475,True,False,False,True,False,False
2,0,2.0,0,0,1,7.0,60.0,1,2.1239762,0.09337053,2.32383,48.85756,0,310.60678,True,False,False,True,False,False
1,1,2.0,0,0,1,10.0,98.0,1,3.3958015,0.21094514,2.33582,48.885,0,278.21793,False,True,False,False,True,False
2,0,4.0,1,0,0,9.0,96.0,1,2.511025,0.2590178,2.34978,48.87907,1,367.229,False,True,False,False,True,False
2,0,2.0,0,0,1,9.0,84.0,0,4.3828945,0.22338293,2.29754,48.87166,0,319.9273,True,False,False,True,False,False
2,0,2.0,0,0,0,10.0,95.0,1,1.3580514,0.11051605,2.37007,48.85226,1,273.32465,False,False,True,False,False,True
2,0,4.0,0,0,0,8.0,77.0,1,0.9698442,0.1771985,2.35801,48.86457,1,370.7242,False,True,False,False,True,False
2,0,3.0,0,0,0,9.0,95.0,1,2.9512856,0.13276096,2.349,48.883,1,295.4609,False,True,False,False,True,False
1,1,3.0,1,0,0,10.0,90.0,1,2.2375793,0.028730717,2.3286,48.84427,1,523.58093,True,False,False,True,False,False
1,1,2.0,0,0,0,10.0,93.0,1,3.225184,0.16195883,2.38723,48.87457,0,134.44868,False,False,True,False,False,True
2,0,2.0,0,0,1,10.0,97.0,1,0.7993057,0.35471362,2.363,48.859,1,727.93365,False,False,True,False,False,True
2,0,3.0,0,0,0,10.0,99.0,1,2.7673786,0.13881733,2.39047,48.85683,0,293.13077,False,False,True,False,False,True
