room_type,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,is_weekend,city,realsum_cut,longitude_disc_2_093_2_347,longitude_disc_2_347_12_47,longitude_disc_12_47_12_583,latitude_disc_41_35_41_893,latitude_disc_41_893_48_837,latitude_disc_48_837_48_901
1,1,2.0,1,1,0,10.0,96.0,1,1.7627316,0.62444603,2.151,41.394,1,1,389.83405,True,False,False,True,False,False
2,0,5.0,0,0,1,10.0,87.0,1,2.264721,0.8225746,12.475,41.902,1,3,232.38959,False,False,True,False,True,False
1,1,2.0,0,1,0,10.0,73.0,1,1.4064618,0.66719127,2.165,41.39923,0,1,156.16637,True,False,False,True,False,False
2,0,3.0,0,0,0,8.0,40.0,1,1.6035249,0.19722556,2.34367,48.86969,0,2,497.9495,True,False,False,False,False,True
1,1,3.0,0,1,0,9.0,92.0,1,1.5806137,0.8235536,12.51899,41.89409,1,3,112.9217,False,False,True,False,True,False
2,0,4.0,0,0,1,9.0,94.0,1,1.2277484,0.26894647,12.49066,41.894,1,3,244.313,False,False,True,False,True,False
2,0,5.0,0,0,0,9.0,90.0,3,8.377191,0.43770188,12.46194,41.83174,1,3,190.77455,False,True,False,True,False,False
2,0,6.0,0,0,1,10.0,96.0,1,1.7240136,0.15702276,2.341,48.87,0,2,606.7667,True,False,False,False,False,True
1,1,2.0,1,1,0,10.0,96.0,1,1.9460562,0.15439586,2.33457,48.86932,1,2,347.42288,True,False,False,False,False,True
2,0,2.0,0,0,0,9.0,93.0,1,3.8050225,0.34305596,2.32209,48.82896,0,2,322.25745,True,False,False,False,True,False
2,0,4.0,1,1,0,9.0,91.0,2,1.0845408,0.3813642,12.50197,41.89111,1,3,230.51926,False,False,True,True,False,False
1,1,3.0,1,1,0,10.0,96.0,2,1.7035002,0.17975897,2.15441,41.37727,0,1,190.84413,True,False,False,True,False,False
2,0,2.0,0,0,0,10.0,100.0,1,3.3199115,0.24104844,2.32967,48.88226,0,2,289.63556,True,False,False,False,False,True
1,1,2.0,0,1,0,10.0,100.0,1,3.7441864,0.08646417,12.4583,41.9085,1,3,124.61132,False,True,False,False,True,False
2,0,6.0,0,0,1,10.0,97.0,2,4.3882275,0.6994179,2.21634,41.40572,0,1,854.14386,True,False,False,True,False,False
1,1,2.0,0,1,0,10.0,92.0,1,3.0808978,0.6308915,2.15227,41.41146,1,1,185.25845,True,False,False,True,False,False
2,0,4.0,0,0,0,10.0,100.0,1,0.770139,0.4252513,2.3589,48.86218,1,2,469.05582,False,True,False,False,False,True
1,1,2.0,0,0,0,10.0,94.0,1,1.4631122,0.19992526,2.37269,48.8564,0,2,179.65327,False,True,False,False,False,True
2,0,5.0,0,1,0,9.0,89.0,3,2.7981784,1.6825768,12.46941,41.89516,1,3,176.27943,False,True,False,False,True,False
2,0,2.0,0,0,1,10.0,92.0,1,1.9782166,0.2779185,12.47957,41.90636,1,3,601.08014,False,False,True,False,True,False
2,0,4.0,0,0,1,8.0,80.0,2,1.7252674,0.15664726,2.333,48.865,1,2,889.6449,True,False,False,False,False,True
2,0,3.0,0,0,0,10.0,90.0,1,4.012745,0.8107655,12.5418,41.8801,1,3,147.99055,False,False,True,True,False,False
1,1,2.0,0,0,1,10.0,100.0,1,0.8232048,0.5007969,12.49995,41.90808,1,3,117.831345,False,False,True,False,True,False
2,0,3.0,0,0,0,10.0,96.0,1,0.58772856,0.2979806,2.35464,48.85143,1,2,463.4635,False,True,False,False,False,True
2,0,3.0,0,1,0,9.0,100.0,1,2.8988767,0.20509312,2.38249,48.87374,0,2,243.0329,False,True,False,False,False,True
1,1,2.0,1,0,0,10.0,96.0,1,2.0284986,0.062472187,2.17452,41.40509,0,1,254.61401,True,False,False,True,False,False
1,1,4.0,1,1,0,10.0,97.0,1,6.8884974,0.79196995,12.46228,41.84653,1,3,92.34798,False,True,False,True,False,False
2,0,4.0,0,0,1,10.0,97.0,1,3.3451834,0.079408266,2.334,48.884,1,2,530.10535,True,False,False,False,False,True
2,0,4.0,0,0,0,9.0,95.0,2,1.9493749,0.18634693,2.3304,48.86606,1,2,741.4484,True,False,False,False,False,True
1,1,2.0,0,0,1,9.0,92.0,1,2.7664096,0.70422524,12.46955,41.90572,1,3,121.33823,False,True,False,False,True,False
1,1,3.0,1,1,0,10.0,96.0,1,4.388975,0.21476716,12.45,41.907,1,3,122.50719,False,True,False,False,True,False
2,0,5.0,0,0,0,10.0,93.0,2,2.5304627,1.3050103,12.472,41.898,0,3,283.59012,False,False,True,False,True,False
2,0,5.0,0,1,0,10.0,90.0,1,0.69326967,0.15213707,2.34538,48.85266,1,2,907.5869,True,False,False,False,False,True
1,1,2.0,0,1,0,10.0,95.0,1,4.841127,0.94939923,12.44459,41.89427,0,3,115.493416,False,True,False,False,True,False
2,0,2.0,0,0,0,9.0,100.0,1,5.627346,0.3249113,2.27755,48.86661,0,2,289.8686,True,False,False,False,False,True
2,0,2.0,0,0,1,9.0,92.0,0,1.3052974,0.15435998,2.34838,48.86795,0,2,287.30542,False,True,False,False,False,True
2,0,2.0,0,0,0,10.0,100.0,0,5.110343,0.3209783,2.28311,48.85524,0,2,359.07355,True,False,False,False,False,True
1,1,2.0,0,0,0,10.0,97.0,1,7.6469617,2.3330185,12.41699,41.92701,1,3,92.34798,False,True,False,False,True,False
2,0,3.0,0,0,1,8.0,89.0,1,2.3241043,1.4030435,12.4753,41.89518,0,3,195.91798,False,False,True,False,True,False
2,0,5.0,0,0,1,9.0,85.0,2,1.4241879,0.2696468,12.486,41.905,1,3,506.39423,False,False,True,False,True,False
2,0,2.0,1,0,1,10.0,98.0,1,3.042532,0.5088131,2.39112,48.86696,0,2,235.34346,False,True,False,False,False,True
1,1,3.0,1,0,1,10.0,93.0,1,4.3003025,0.71896183,12.454,41.915,1,3,161.5505,False,True,False,False,True,False
2,0,2.0,0,0,0,10.0,100.0,1,2.3028784,0.19361368,2.32274,48.85048,1,2,492.35718,True,False,False,False,False,True
2,0,6.0,1,0,0,10.0,95.0,2,3.9522417,0.7103491,12.49186,41.86615,1,3,190.07318,False,False,True,True,False,False
1,1,2.0,0,0,1,9.0,91.0,1,4.3009834,0.6360389,2.13664,41.35766,0,1,195.49887,True,False,False,True,False,False
2,0,2.0,0,0,1,10.0,95.0,1,1.2865044,0.74585134,2.17578,41.39788,1,1,532.0362,True,False,False,True,False,False
1,1,2.0,0,0,0,9.0,94.0,1,1.2986994,0.055284865,2.37045,48.85651,1,2,206.44981,False,True,False,False,False,True
2,0,4.0,0,0,0,9.0,91.0,1,4.2600794,0.2264612,2.34369,48.89442,0,2,318.5292,True,False,False,False,False,True
1,1,2.0,1,1,0,10.0,94.0,1,2.6902504,0.6700759,12.47073,41.90654,1,3,134.19681,False,False,True,False,True,False
1,1,6.0,1,1,0,10.0,96.0,2,4.6839595,1.2221181,12.49408,41.85915,1,3,175.57805,False,False,True,True,False,False
2,0,2.0,1,0,0,9.0,93.0,1,2.8912137,0.24067444,2.382,48.874,1,2,200.85748,False,True,False,False,False,True
2,0,2.0,0,0,0,10.0,100.0,0,6.3463855,0.24139017,2.267,48.849,1,2,257.71274,True,False,False,False,False,True
1,1,3.0,0,1,0,10.0,91.0,1,0.60085887,0.41894707,12.4958,41.89841,0,3,103.8038,False,False,True,False,True,False
2,0,2.0,0,0,0,10.0,80.0,1,2.5904062,0.34508738,2.34404,48.87915,1,2,376.54953,True,False,False,False,False,True
2,0,4.0,0,0,1,7.0,65.0,1,2.6609714,1.65075,12.4714,41.89434,0,3,438.12686,False,False,True,False,True,False
2,0,5.0,0,0,0,9.0,94.0,2,5.43403,0.2661589,2.28666,48.8345,0,2,394.02554,True,False,False,False,True,False
2,0,6.0,1,1,0,10.0,96.0,2,2.9325955,1.3642687,12.467,41.899,0,3,345.77887,False,True,False,False,True,False
2,0,2.0,0,0,0,9.0,97.0,0,2.0127733,0.08083786,2.37038,48.87044,0,2,384.70502,False,True,False,False,False,True
1,1,4.0,0,1,0,10.0,97.0,1,1.1069777,0.6681222,12.49386,41.90862,0,3,248.98885,False,False,True,False,True,False
2,0,4.0,0,1,0,10.0,93.0,1,1.6201717,0.45312563,12.49418,41.88759,0,3,214.62137,False,False,True,True,False,False
2,0,4.0,0,0,0,10.0,96.0,1,1.9973388,0.038120057,2.371,48.8699,0,2,382.37488,False,True,False,False,False,True
2,0,2.0,1,0,0,9.0,91.0,1,3.286792,1.9888451,12.46566,41.88955,0,3,201.76279,False,True,False,True,False,False
1,1,4.0,0,1,0,10.0,96.0,1,3.2332413,0.1933271,2.13617,41.37305,1,1,492.93643,True,False,False,True,False,False
2,0,2.0,0,0,0,10.0,89.0,1,0.9629982,0.19855335,12.49225,41.89647,0,3,139.57404,False,False,True,False,True,False
2,0,6.0,0,0,0,9.0,88.0,2,1.6915094,0.13449182,2.3504,48.84143,0,2,768.47797,False,True,False,False,False,True
2,0,6.0,0,1,0,9.0,94.0,2,1.090743,0.50450146,12.4999,41.89121,1,3,230.51926,False,False,True,True,False,False
1,1,2.0,1,1,0,10.0,96.0,1,1.6171975,0.67516285,12.49725,41.8868,1,3,138.40508,False,False,True,True,False,False
2,0,2.0,0,1,0,10.0,91.0,1,3.0251102,1.4163632,12.466,41.898,0,3,251.32677,False,True,False,False,True,False
2,0,4.0,0,0,1,10.0,95.0,1,2.3082328,1.3348044,12.476,41.894,1,3,286.62943,False,False,True,False,True,False
2,0,4.0,1,1,0,10.0,95.0,2,5.4822497,0.80463487,12.5369,41.85886,1,3,155.9395,False,False,True,True,False,False
1,1,2.0,0,1,0,10.0,96.0,1,2.4237196,0.66980886,12.50846,41.92219,0,3,103.8038,False,False,True,False,True,False
2,0,4.0,1,0,0,10.0,96.0,1,4.4111075,0.92364734,12.4924,41.86185,1,3,149.15952,False,False,True,True,False,False
2,0,4.0,0,0,0,10.0,80.0,1,7.576842,0.2937903,12.41138,41.90751,1,3,155.7057,False,True,False,False,True,False
2,0,2.0,1,0,1,10.0,91.0,1,1.5940142,0.19921477,2.33905,48.8677,1,2,385.63705,True,False,False,False,False,True
2,0,4.0,0,0,1,10.0,93.0,1,3.0487587,1.9373767,12.46755,41.89186,1,3,326.14032,False,True,False,True,False,False
2,0,2.0,1,0,0,10.0,99.0,1,5.437935,0.4828696,12.56591,41.8893,0,3,115.25963,False,False,True,True,False,False
2,0,2.0,0,0,0,8.0,89.0,0,0.69780946,0.05604617,2.34456,48.85337,1,2,224.39183,True,False,False,False,False,True
1,1,2.0,0,0,0,10.0,94.0,1,3.2068486,0.093224674,2.32902,48.83234,1,2,175.92506,True,False,False,False,True,False
1,1,2.0,0,1,0,9.0,90.0,1,3.513043,0.4695304,2.35192,48.82497,1,2,301.05322,False,True,False,False,True,False
2,0,6.0,0,0,0,8.0,86.0,1,4.4303064,0.12804748,2.344,48.896,1,2,289.8686,True,False,False,False,False,True
2,0,4.0,0,0,1,10.0,96.0,2,1.948057,0.17897215,2.33005,48.84747,1,2,1031.783,True,False,False,False,False,True
2,0,3.0,0,0,0,10.0,92.0,1,1.8098656,0.1339182,2.36009,48.87211,0,2,278.21793,False,True,False,False,False,True
1,1,2.0,1,0,1,10.0,96.0,1,0.9746863,0.2372074,12.50656,41.89271,0,3,138.40508,False,False,True,True,False,False
2,0,4.0,1,0,0,10.0,97.0,1,2.583739,1.5882533,12.47228,41.89457,0,3,259.5095,False,False,True,False,True,False
2,0,4.0,0,0,1,10.0,99.0,1,0.79930604,0.3547181,2.363,48.859,0,2,733.52594,False,True,False,False,False,True
1,1,2.0,1,1,0,9.0,98.0,1,2.619616,0.7618434,2.20066,41.39204,0,1,318.15115,True,False,False,True,False,False
1,1,2.0,1,0,1,10.0,95.0,1,3.2879744,0.24291873,12.5249,41.87659,1,3,115.25963,False,False,True,True,False,False
2,0,4.0,0,0,1,9.0,91.0,1,1.6873343,0.042152382,2.36086,48.87077,1,2,127.92432,False,True,False,False,False,True
2,0,6.0,0,0,1,9.0,84.0,2,2.2300742,1.2542335,12.477,41.894,0,3,231.68822,False,False,True,False,True,False
1,1,2.0,0,0,1,10.0,100.0,1,0.9628709,0.39552686,2.15981,41.39116,0,1,347.0105,True,False,False,True,False,False
1,1,4.0,0,0,0,8.0,81.0,2,6.701601,0.37668693,12.42162,41.90423,0,3,115.493416,False,True,False,False,True,False
1,1,2.0,0,0,1,8.0,84.0,1,0.8726495,0.60968304,2.17088,41.39497,1,1,172.22519,True,False,False,True,False,False
2,0,3.0,0,0,0,10.0,97.0,0,3.2595932,0.10948236,2.39585,48.84945,1,2,237.20757,False,True,False,False,False,True
2,0,6.0,0,0,0,10.0,100.0,2,3.892971,1.3828669,12.467,41.924,0,3,253.66469,False,True,False,False,True,False
1,1,2.0,1,1,0,10.0,96.0,1,2.9193406,0.23784599,2.36794,48.88084,1,2,241.1688,False,True,False,False,False,True
1,1,2.0,0,1,0,8.0,80.0,1,4.9851565,0.16717553,2.2859,48.86467,1,2,360.70462,True,False,False,False,False,True
1,1,2.0,0,0,1,10.0,97.0,1,4.5466194,0.3434109,2.216,41.409,0,1,321.64218,True,False,False,True,False,False
1,1,3.0,0,1,0,9.0,88.0,1,4.579732,0.65082526,2.21035,41.41505,1,1,196.8953,True,False,False,True,False,False
2,0,4.0,1,1,0,10.0,99.0,1,3.8016362,0.24494006,12.45719,41.90705,0,3,218.82964,False,True,False,False,True,False
2,0,4.0,0,0,1,9.0,91.0,1,2.5882022,0.16752759,2.33177,48.87529,1,2,546.6493,True,False,False,False,False,True
2,0,4.0,0,0,0,10.0,97.0,1,3.3522725,0.7815636,12.514,41.872,0,3,190.07318,False,False,True,True,False,False
1,1,2.0,0,0,1,10.0,100.0,1,2.8685908,0.44799447,12.46907,41.90812,0,3,195.91798,False,True,False,False,True,False
2,0,4.0,0,0,0,9.0,93.0,1,3.2864912,0.16870804,2.34096,48.88509,1,2,438.5311,True,False,False,False,False,True
1,1,2.0,0,0,1,9.0,91.0,1,0.6711822,0.29948434,12.49606,41.89698,0,3,124.377525,False,False,True,False,True,False
2,0,2.0,0,0,0,10.0,100.0,0,4.203911,0.17518687,2.40591,48.8707,1,2,122.332,False,True,False,False,False,True
2,0,3.0,0,0,0,10.0,97.0,2,3.7188451,0.07952815,2.351,48.89,1,2,556.6688,False,True,False,False,False,True
1,1,3.0,1,1,0,10.0,94.0,1,4.5151935,0.40400055,12.48156,41.86328,1,3,108.24586,False,False,True,True,False,False
1,1,2.0,0,0,1,9.0,86.0,1,1.9140472,0.06724052,2.36964,48.86969,1,2,197.36229,False,True,False,False,False,True
2,0,2.0,1,1,0,10.0,97.0,0,3.7475324,0.40133682,2.32003,48.83068,1,2,248.85823,True,False,False,False,True,False
1,1,2.0,0,0,0,9.0,94.0,1,5.3222938,2.5658326,12.45198,41.87113,1,3,92.34798,False,True,False,True,False,False
1,1,2.0,0,1,0,7.0,89.0,1,2.829323,1.247098,2.20081,41.3977,1,1,144.52953,True,False,False,True,False,False
1,1,2.0,0,0,1,10.0,88.0,1,1.7835991,0.1428482,2.34615,48.87201,1,2,212.04213,True,False,False,False,False,True
2,0,4.0,0,0,1,10.0,100.0,1,2.1391482,0.41941562,12.47814,41.90769,0,3,219.06343,False,False,True,False,True,False
2,0,2.0,0,1,0,10.0,94.0,1,2.5603905,1.2070775,12.47143,41.89979,1,3,312.1128,False,False,True,False,True,False
1,1,2.0,0,0,1,9.0,91.0,1,3.527269,0.20696537,2.34768,48.88812,0,2,220.66362,False,True,False,False,False,True
2,0,2.0,0,1,0,8.0,80.0,1,0.94039726,0.09626792,2.35535,48.86485,0,2,301.28622,False,True,False,False,False,True
2,0,5.0,0,0,0,10.0,96.0,2,2.2326353,0.2955674,2.33278,48.84141,0,2,480.9395,True,False,False,False,False,True
2,0,4.0,0,1,0,9.0,92.0,1,3.114409,0.12592678,2.35147,48.88457,1,2,372.12228,False,True,False,False,False,True
1,1,2.0,0,0,1,9.0,90.0,1,4.055858,0.23102587,2.37547,48.88983,0,2,369.55914,False,True,False,False,False,True
2,0,4.0,0,0,0,9.0,90.0,2,3.4073699,0.2889123,2.13224,41.37562,0,1,271.83652,True,False,False,True,False,False
2,0,4.0,0,0,0,9.0,90.0,1,1.3672229,0.51273465,12.49718,41.88916,0,3,206.20485,False,False,True,True,False,False
2,0,4.0,1,0,0,10.0,98.0,1,4.2664566,0.40891695,12.452,41.909,1,3,196.85315,False,True,False,False,True,False
1,1,2.0,0,0,0,10.0,100.0,1,1.1987907,0.095165424,2.17445,41.37687,1,1,196.8953,True,False,False,True,False,False
2,0,4.0,0,1,0,9.0,89.0,1,5.7504244,0.5545651,12.43358,41.89397,1,3,176.9808,False,True,False,False,True,False
2,0,5.0,1,0,0,10.0,97.0,2,4.102748,0.12107908,2.40155,48.83855,1,2,383.53995,False,True,False,False,False,True
2,0,6.0,0,0,0,9.0,93.0,2,5.464248,2.6725104,12.451,41.87,1,3,274.47223,False,True,False,True,False,False
2,0,6.0,0,0,0,6.0,20.0,2,2.0589585,1.0714927,12.47783,41.89759,0,3,512.7066,False,False,True,False,True,False
2,0,6.0,0,0,1,9.0,92.0,2,2.7776206,1.4886757,12.469,41.898,0,3,276.57635,False,True,False,False,True,False
1,1,2.0,0,0,1,10.0,100.0,1,1.0984133,0.047922347,2.33954,48.85191,0,2,397.52075,True,False,False,False,False,True
1,1,2.0,0,0,1,10.0,90.0,0,0.85202456,0.22474937,2.17593,41.38089,1,1,261.5961,True,False,False,True,False,False
2,0,5.0,0,0,0,10.0,100.0,2,3.7283678,0.82714653,12.53348,41.87675,0,3,184.46216,False,False,True,True,False,False
2,0,4.0,0,1,0,10.0,90.0,1,2.8923295,1.7127128,12.47,41.891,0,3,200.59383,False,True,False,True,False,False
2,0,6.0,0,0,1,9.0,88.0,2,2.2045748,0.89956665,12.47569,41.90042,1,3,426.43723,False,False,True,False,True,False
2,0,2.0,1,1,0,10.0,100.0,0,0.82681704,0.110621884,2.35204,48.86399,1,2,232.31429,False,True,False,False,False,True
2,0,4.0,0,0,1,10.0,90.0,1,0.25307193,0.20012134,12.50176,41.90312,0,3,230.51926,False,False,True,False,True,False
1,1,2.0,0,1,0,10.0,92.0,1,0.76523685,0.30598813,2.16086,41.38718,0,1,159.65741,True,False,False,True,False,False
2,0,4.0,0,1,0,10.0,80.0,1,5.342083,0.4440899,2.27998,48.85852,1,2,585.79553,True,False,False,False,False,True
2,0,2.0,0,0,0,10.0,95.0,1,3.9520996,0.23466583,2.35159,48.89211,1,2,212.27515,False,True,False,False,False,True
2,0,2.0,0,0,0,10.0,100.0,1,1.9700834,0.35087553,2.36565,48.87211,0,2,414.76373,False,True,False,False,False,True
2,0,5.0,0,1,0,10.0,100.0,2,2.1698039,0.25252798,12.51671,41.8846,0,3,184.46216,False,False,True,True,False,False
2,0,3.0,0,1,0,8.0,80.0,1,7.5114236,2.0804896,12.41752,41.92468,1,3,189.3718,False,True,False,False,True,False
2,0,4.0,1,0,0,10.0,100.0,2,4.7666183,0.6596373,12.55841,41.8919,1,3,173.47392,False,False,True,True,False,False
2,0,3.0,0,0,0,9.0,94.0,1,3.7841265,0.1966274,2.31445,48.87938,0,2,311.30582,True,False,False,False,False,True
1,1,3.0,1,1,0,10.0,99.0,1,4.623155,0.1866952,2.29989,48.87923,0,2,382.37488,True,False,False,False,False,True
2,0,4.0,1,0,0,10.0,99.0,1,3.209946,0.6950321,12.53298,41.88333,1,3,268.15982,False,False,True,True,False,False
2,0,3.0,0,0,0,10.0,100.0,1,0.5677849,0.11076041,12.49611,41.90313,1,3,196.38557,False,False,True,False,True,False
1,1,2.0,0,0,1,10.0,92.0,1,2.1711936,0.8103407,12.47609,41.90124,1,3,300.42316,False,False,True,False,True,False
2,0,5.0,0,0,1,10.0,95.0,2,1.7677358,0.5198746,12.481,41.902,1,3,401.18765,False,False,True,False,True,False
2,0,4.0,1,0,0,10.0,98.0,1,5.5756,0.16284272,2.28578,48.83286,1,2,301.28622,True,False,False,False,True,False
2,0,4.0,0,0,0,8.0,93.0,1,4.175194,0.30940866,2.40502,48.84172,0,2,281.2471,False,True,False,False,False,True
1,1,2.0,0,0,0,10.0,100.0,1,3.0109053,0.5376902,2.17964,41.41327,1,1,161.98477,True,False,False,True,False,False
2,0,2.0,0,0,0,7.0,60.0,0,2.3495219,0.30012566,2.38473,48.8577,1,2,171.03178,False,True,False,False,False,True
1,1,2.0,0,0,0,9.0,90.0,1,1.3733886,0.23996401,2.15989,41.39688,0,1,497.5912,True,False,False,True,False,False
2,0,2.0,0,0,0,6.0,80.0,1,4.237862,0.16281737,2.32896,48.89131,0,2,243.26591,True,False,False,False,False,True
1,1,2.0,0,0,1,9.0,90.0,1,1.87426,0.6775004,12.502,41.884,0,3,125.78028,False,False,True,True,False,False
2,0,4.0,0,0,0,10.0,100.0,1,3.0847218,0.20107178,2.34203,48.8834,0,2,351.1511,True,False,False,False,False,True
1,1,4.0,0,1,0,9.0,92.0,1,2.0056548,0.6405233,2.15996,41.40354,0,1,263.92346,True,False,False,True,False,False
2,0,5.0,0,1,0,9.0,94.0,2,1.9147645,0.24645837,12.48011,41.90573,1,3,297.38385,False,False,True,False,True,False
1,1,2.0,1,0,0,10.0,98.0,1,3.4888248,0.20937282,2.33163,48.88469,0,2,181.98341,True,False,False,False,False,True
2,0,2.0,0,0,0,9.0,91.0,0,0.1395525,0.18503179,2.35391,48.85756,0,2,438.06506,False,True,False,False,False,True
2,0,2.0,0,0,1,9.0,80.0,0,0.8832424,0.18481702,2.357,48.864,0,2,339.50043,False,True,False,False,False,True
1,1,2.0,0,0,1,9.0,87.0,1,0.74204606,0.4397156,12.50042,41.90741,0,3,179.78632,False,False,True,False,True,False
1,1,2.0,0,1,0,10.0,100.0,1,2.5336378,1.1576308,12.47173,41.90023,0,3,157.10846,False,False,True,False,True,False
2,0,4.0,0,0,0,10.0,100.0,1,2.344993,0.13393173,2.37633,48.87081,1,2,324.35455,False,True,False,False,False,True
1,1,2.0,0,0,1,10.0,94.0,1,4.0534606,0.26669252,2.31547,48.88349,0,2,310.60678,True,False,False,False,False,True
1,1,2.0,0,1,0,9.0,95.0,1,0.81269217,0.4255139,2.16044,41.38841,1,1,207.13571,True,False,False,True,False,False
2,0,2.0,0,0,0,10.0,88.0,1,0.9975295,0.2020107,12.50612,41.89237,1,3,126.94924,False,False,True,True,False,False
2,0,2.0,0,0,1,9.0,86.0,0,1.1275183,0.31046462,2.18254,41.38338,1,1,468.7318,True,False,False,True,False,False
1,1,2.0,0,0,1,10.0,93.0,1,2.6148264,0.29912525,2.35099,48.88006,1,2,254.68356,False,True,False,False,False,True
2,0,4.0,0,0,0,8.0,88.0,1,5.122772,0.33253294,2.31723,48.89625,1,2,405.9092,True,False,False,False,False,True
2,0,4.0,0,0,0,10.0,100.0,2,3.5420194,0.18839127,2.39212,48.83813,0,2,237.20757,False,True,False,False,False,True
2,0,5.0,0,0,0,10.0,100.0,2,0.80816615,0.5460848,12.497,41.907,0,3,244.313,False,False,True,False,True,False
1,1,2.0,0,1,0,8.0,80.0,1,4.125671,0.61240643,12.51524,41.93672,0,3,172.77254,False,False,True,False,True,False
2,0,4.0,0,1,0,10.0,100.0,1,0.7165454,0.21456736,2.343,48.857,1,2,666.1851,True,False,False,False,False,True
1,1,2.0,0,1,0,10.0,94.0,1,5.6128035,0.2546371,12.477,41.854,0,3,82.996284,False,False,True,True,False,False
1,1,2.0,0,0,1,10.0,90.0,1,1.4806505,0.51690453,2.15296,41.38354,1,1,196.8953,True,False,False,True,False,False
1,1,2.0,1,0,0,10.0,95.0,1,2.5454426,0.87242687,2.15934,41.40861,1,1,157.56277,True,False,False,True,False,False
2,0,4.0,0,1,0,10.0,89.0,1,3.3791182,0.38507643,2.30707,48.86052,1,2,562.02814,True,False,False,False,False,True
2,0,4.0,0,0,0,8.0,82.0,2,2.088059,0.08470257,2.38114,48.8579,1,2,254.68356,False,True,False,False,False,True
1,1,2.0,0,0,1,10.0,100.0,1,5.6102376,1.463159,12.545,41.94,0,3,230.51926,False,False,True,False,True,False
2,0,5.0,1,0,0,9.0,97.0,2,2.9570746,0.15904897,2.393,48.858,0,2,451.81284,False,True,False,False,False,True
2,0,2.0,0,1,0,10.0,100.0,0,5.421101,2.6367044,12.44521,41.8771,0,3,161.5505,False,True,False,True,False,False
1,1,2.0,0,0,1,9.0,87.0,1,4.8373523,0.046158995,2.32867,48.89708,0,2,231.61525,True,False,False,False,False,True
1,1,2.0,1,1,0,10.0,100.0,1,3.134602,0.7009996,12.46495,41.90533,1,3,184.46216,False,True,False,False,True,False
2,0,2.0,1,0,1,10.0,99.0,1,2.9513958,0.14074154,2.337,48.881,0,2,394.02554,True,False,False,False,False,True
2,0,4.0,1,0,0,10.0,100.0,1,2.7368066,1.7247039,12.471,41.893,0,3,297.38385,False,False,True,True,False,False
2,0,2.0,0,0,0,10.0,65.0,0,2.816821,0.045521207,2.31883,48.84469,1,2,255.38261,True,False,False,False,False,True
1,1,2.0,1,1,0,10.0,96.0,1,2.1793451,0.29334268,2.14888,41.39863,0,1,231.57307,True,False,False,True,False,False
2,0,6.0,0,0,0,9.0,93.0,2,5.46424,2.6725004,12.451,41.87,0,3,274.47223,False,True,False,True,False,False
1,1,2.0,0,0,0,9.0,89.0,1,3.1711726,0.19963175,2.3521,48.88509,0,2,157.75003,False,True,False,False,False,True
2,0,4.0,0,0,1,8.0,91.0,1,2.868834,1.5207809,12.46793,41.89777,1,3,272.83566,False,True,False,False,True,False
1,1,3.0,0,0,0,10.0,100.0,1,4.4720616,1.848038,12.46002,41.87587,1,3,184.92975,False,True,False,True,False,False
2,0,4.0,1,1,0,9.0,95.0,1,4.071915,1.2608256,12.4671,41.8753,0,3,259.27573,False,True,False,True,False,False
2,0,2.0,0,0,1,10.0,94.0,1,5.3705726,0.87110066,12.43854,41.8924,0,3,189.138,False,True,False,True,False,False
2,0,6.0,0,0,0,10.0,94.0,2,1.6335285,0.13088638,2.37156,48.86443,0,2,556.2028,False,True,False,False,False,True
2,0,2.0,0,0,1,10.0,100.0,1,0.514318,0.07025995,2.35429,48.86108,0,2,327.84976,False,True,False,False,False,True
2,0,2.0,1,0,0,9.0,94.0,1,2.0954518,0.42725286,2.3659,48.8733,0,2,271.2275,False,True,False,False,False,True
1,1,2.0,0,0,0,9.0,90.0,1,1.7103462,0.25614098,2.14993,41.39007,0,1,129.63437,True,False,False,True,False,False
2,0,5.0,0,0,1,10.0,94.0,2,3.0049047,1.2666535,12.46608,41.8996,0,3,250.85919,False,True,False,False,True,False
2,0,4.0,1,0,0,10.0,100.0,2,4.6854477,1.383192,12.46678,41.86806,1,3,212.75104,False,True,False,True,False,False
2,0,6.0,0,0,1,7.0,80.0,2,5.083699,0.08028633,2.29,48.876,1,2,469.52185,True,False,False,False,False,True
1,1,2.0,0,0,0,10.0,100.0,1,2.1757708,0.3718537,12.52498,41.91063,0,3,150.09468,False,False,True,False,True,False
1,1,2.0,0,0,1,10.0,94.0,1,1.2786976,0.04100432,2.36561,48.86433,1,2,683.4281,False,True,False,False,False,True
2,0,2.0,1,0,0,10.0,99.0,0,0.4697921,0.08501595,2.35428,48.86067,1,2,285.2083,False,True,False,False,False,True
2,0,2.0,0,0,0,6.0,20.0,1,4.9478836,0.37741905,2.28573,48.85154,1,2,269.59644,True,False,False,False,False,True
2,0,2.0,0,0,0,10.0,100.0,1,5.10142,2.272939,12.45565,41.87093,1,3,161.7843,False,True,False,True,False,False
1,1,2.0,1,1,0,10.0,98.0,1,4.358486,1.1018096,12.45039,41.89468,0,3,127.884415,False,True,False,False,True,False
2,0,4.0,0,0,0,9.0,93.0,2,3.2261636,0.063199446,2.3273,48.88024,0,2,512.16327,True,False,False,False,False,True
